Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000985,Male,Yes,0,Not Graduate,No,3432,4051,113,180,1.0,Rural,Y
LP000986,Male,Yes,3,Not Graduate,No,5948,0,232,300,0.0,Rural,N
LP000987,Male,No,0,Graduate,No,1750,0,108,300,1.0,Rural,Y
LP000988,Male,Yes,0,Graduate,No,4382,0,399,120,1.0,Semiurban,Y
LP000989,Male,Yes,1,Graduate,No,11816,0,61,120,1.0,Semiurban,Y
LP000990,Female,No,2,Not Graduate,No,851,0,49,360,1.0,Semiurban,Y
LP000991,Male,No,0,Graduate,No,16774,0,230,360,1.0,Semiurban,Y
LP000992,Male,Yes,2,Graduate,No,12063,112,90,480,1.0,Semiurban,Y
LP000993,Male,Yes,0,Graduate,No,3402,13468,91,180,1.0,Urban,Y
LP000994,Male,Yes,0,Graduate,No,7590,0,242,180,1.0,Urban,Y
LP000995,Male,No,0,Graduate,Yes,4927,0,115,120,1.0,Semiurban,Y
LP000996,Male,Yes,2,Graduate,No,13147,0,233,300,1.0,Semiurban,Y
LP000997,Female,No,0,Graduate,Yes,10787,0,109,360,1.0,Urban,Y
LP000998,Male,Yes,0,Graduate,No,1603,0,177,360,1.0,Urban,Y
LP000999,Female,Yes,0,Graduate,No,7862,370,114,360,1.0,Rural,Y
LP001000,Male,Yes,2,Graduate,No,4169,0,93,240,1.0,Semiurban,Y
